message;text
attack;"New study confirms fears about #Obamacare and harmful cuts to Medicare Advantage. See full study here --&gt; http://t.co/OLDsZDKJcQ"
policy;"Voted for the bipartisan Tax Increase Prevention Act so families &amp; businesses can rely on tax relief next year. http://t.co/DQ7zeDa4qS"
policy;1.3 million #veterans received mental health treatment in 2012 and there were 17 million outpatient mental health visits in that same year.
personal;"Check out @BostonGlobe story about @UMASSLowell &amp; #Natick Labs partnership. Next gen of innovation leaders are in #MA03 http://t.co/omeDUzU9"
policy;Pleased @BarackObama is acting to #RaiseTheWage for federal contract workers. Isn't it time we do the same for 28 million other Americans?
support;The south breeze is blowing the sweet fragrance of our pollinating wheat field into our yard.Smells wonderful. I love living in the country!
policy;RT @RepTimGriffin: WATCH @NancyPelosi refuse to negotiate the debt ceiling, claim â€œthereâ€™s no more cuts to makeâ€ù http://t.co/570COhnFYS #Neâ€_
policy;"Visited w/ @laspositas students in town for a leadership conference. They're our future &amp; we are in good hands. #ca15 http://t.co/AoxdrY0tHD"
support;Just sent @USArmy Secretary and Chief of Staff of @USArmy a letter for support for current operations and personnel at @fortleonardwood.
personal;"Former Marine Corps Commander, ""We have to hold our commanders accountable."" #MSTReforms http://t.co/QL5F1jWe6O"
policy;Background checks are the first line of defense against criminals and the dangerously mentally ill getting guns. http://t.co/brneVsdP6s
support;Congratulations @corningchamber and Happy 100th Anniversary! #NY23 http://t.co/r5TxptQUHU
personal;".@WashTimes ""#FortHood shooting victims will soon be eligible to receive Purple Heart"" http://t.co/rSbmTfrUsa"
personal;Itâ€™s imperative that we find out what happened and get to the bottom of this tragedy.
support;As a supporter of school choice, I was proud to vote for #QualityCharters Act to strengthen charter school programs http://t.co/l5G11Frp3q
policy;Seeing the great work of Co-op Elevator reaffirms importance of understanding Michigan Ag http://t.co/SFZpfvK09A http://t.co/njqKf9CVKv
support;Thanks to the Shale Boom, Gas Prices Are Dropping Across the Nation! #YES2ENERGY @HouseCommerce http://t.co/JTngEa2cHx
support;Congratulations to the @WARF_News Innovation Award Winners, moving #MadeinWI science and research #forward. http://t.co/7WQAsuS7HN
mobilization;Joe voted for #VAWA because we need to stand up for all survivors of domestic violence, sexual assault, and stalking.
policy;"We cannot allow the US to default &amp; shouldn't play games with our countryâ€™s economy and credit rating. http://t.co/Wu574Ogf #HoyerHeadlines"
support;"During mtg w/ press, I said I look forward to hearing #SOTU tonight &amp; Presidentâ€™s message on opportunity, optimism and action."
personal;Not that this will surprise anyone, but I will be voting against increasing the debt ceiling tonight.
policy;Talking to Andrea Mitchell on MSNBC about my opposition to Chuck Hagel's nomination to Secretary of Defense. Tune in if you can.
policy;@JE_Schmitty Yes.
policy;It should not have taken this long but cloture was just invoked on the package to #RenewUI- one less hurdle on the path to final passage.
personal;Great morning celebrating APSU! Now a stop at the Clarksville Downtown Market. Perfect fall-like day! #TN7
support;A step in the right direction. Iâ€™ve long pushed to improve safety and response plans in our offshore oil industry. http://t.co/r0siU4Fr8r
policy;"#Obamacare is fundamentally flawed. Itâ€™s clear that it isn't ready for prime time and should be delayed &amp; repealed. http://t.co/DoFKQ2v4Cp"
media;Folks gathered at the Federal Government Fueled Low Wage Economy: Low Wage Worker meeting at CBC-ALC. http://t.co/ZQIL1lVGZA
policy;.@DeptVetAffairs to adopt rule mirroring my legislation to help rural vets w transportation 2 medical centers. http://t.co/lZBZup7xts
policy;Hasty listing decisions can needlessly cost thousands of jobs, destroy communities, and even harm the species itself. http://t.co/EbVS4igwnk
policy;After my #StateOfCivilRights hearing urged support for The Death in Custody Reporting Act, Iâ€™m pleased the Senate passed this important bill
support;@JimLaubler Read about efforts to ensure #POTUS upholds his constitutional responsibility in our latest newsletter http://t.co/qmUZUz0Fnt
policy;"If you're a single parent w/ 2 kids, making min wage &amp; working full time your family lives in poverty. #RaisetheWage http://t.co/gCVSFQhVCo"
personal;Yes! Shout for Edgewater Park Twp MT @AdrianaBellini8  I'm from a small town called Edgewater Park Twp. in Burlington. #SundayJerseyShoutOut
support;Today we lost a great mind and soul. My condolences to the family and loved ones of Maya Angelou. She will be remembered and admired.
support;I will continue to push for change and reform in police departments across the nation. #EricGarner #BlackLiverMatter
information;EPA Defies Supreme Court, Proposes Unprecedented Water Regulations http://t.co/88sKdtqlwV
policy;Enjoyed meeting today w/Louisiana startups that are innovating and driving our economy forward. Thanks to @CEA @GNOinc @Google for hosting.
support;Julia Hartz, founder of @eventbrite,  telling her story #readysetsucceed http://t.co/K2sgdc8pN7
information;"Check out the great, in-depth profile by @5280Magazine's @luchatlestad about ""Jared being Jared:"" http://t.co/A5Aovmzzn2"
policy;At India St Free Clinic. It's their 20th year of delivering quality health care to those in need. #mepolitics http://t.co/ZKNVjsFczn
policy;A must read op-ed by @RepGoodlatte in @thehill today â†’ Make Internet access tax ban permanent http://t.co/yTfTkFJ48H #PITFA
policy;It defunds #Obamacare RT @whasnews: Sen. McConnell Urges Passage of House Continuing Resolution http://t.co/yLUCNqnZKe via @whasnews
policy;"1 #taxextenders amdt I filed would generate cleaner air &amp; American #jobs by extending investment tax credit for offshore #wind  (4/5)"
policy;#Liberalism: Vegas school thinks that SexEd is ok for 5 Year olds.
policy;Conyers-Amash LIBERT-E Act will #StopGovtAbuse of our #4thAmendment rights. Is your Rep a cosponsor yet? http://t.co/u9jvgPAwL0
personal;ICYMI: @WKBN has more on our efforts to help #delphi retirees http://t.co/gI039nFpCK
policy;We will remember the innocent who have died from reckless gun violence. We will not be silent! #honorwithaction http://t.co/nOO4UrVzTm
media;@BigJohnandAmy Thanks for having me on your show this morning!
support;@DestiGrace1 @AmericanLegion I support Gen Shinseki and the VA Health System.I been there and seen and talk to Vets. http://t.co/kIKCdjtoNw
personal;@scottwongDC @Politico @TheHill Congratulations, Scott!
support;.@juleshastweets: I'm especially honored to have your support #VAWA
policy;Proud to join colleagues in call to end workplace discrimination against #LGBT federal workers #ENDA @LGBTEqCaucus http://t.co/mHTisAjZDy
support;America's uninsured rate has dropped to 13.4%, the lowest since 1/2008! #ACAworks
policy;American Cures will enable US scientists to lead world in medical research so we can discover the next great breakthrough
media;Great meeting with N.C. doctors from  @AAOHNSGovtAffrs today! http://t.co/DjnhumQA38
policy;Another day, another delay for another part of the presidentâ€™s health care law... and a part designed to make... http://t.co/UJiHLZH5tZ
support;28 million hardworking Americans will benefit if @HouseGOP joins Dems to #RaiseTheWage. Let's get this done! http://t.co/dR0Wkw9YQM
support;Stories like Jason's are why I'm proud to support and defend #Obamacare. Read his story, and get well soon, Jason! http://t.co/aroOGVX9wO
policy;Why canâ€™t the White House simply follow the law? http://t.co/9GomQaCTm5
information;Meet w/ my staff at @DAVHQ Post 8 in Mesa, this Thursday from 4-5:30pm to get help dealing w/ the gov't bureaucracy. http://t.co/7KN142NRBV
personal;"WATCH LIVE @ 10:45 AM ET: Discussing need for POTUS to offer serious plans to address debt &amp; replace his â€˜sequesterâ€™ http://t.co/yxK2H0ZB"
attack;RT @john_yearwood: @RosLehtinen. Were you presiding when incident  occurred? @MiamiHerald
personal;Meeting with the Valencia County Chamber of Commerce at Teofilo's in Los Lunas
personal;RT @JessicaBowser1: I rode 17.50 mi on the Gerry Connolly Trail with @MapMyRide. http://t.co/CuCRnyWqLu #cycling #bike
support;As frightening as it is for unelected bureaucrats to set public policy, even more frightening is policy driven by litigation @NatResources
personal;Hmmm, are you plotting future world domination? MT @democraSam Sen Booker! I'm running for president in my AP Gov class, please endorse me!
support;Israel has lost a great warrior and the United States has lost a great friend. May Ariel Sharon rest in peace. http://t.co/foMnugu9mG
policy;.@EdPageCourant: Congress Should Try Again On Gun Safety http://t.co/7G1St8wUBE. I couldn't agree more.
personal;I joined students from Southeastern #IL College for coffee. Let me know if you'll be visiting: http://t.co/9UvrSlxkVL http://t.co/KbOu78e4Ul
support;#NoKXL presser 1 p.m. Eastern in Rayburn 2456 w/ @janschakowsky, @erichpica, @MauraCowley, @Public_Citizen #KeystoneXL #Keystone #green
personal;"MT""@dbwaddell: Congrats to @bradhparsons on being named to @ArkBusiness 40 under 40 @NEABaptist @BMHCC http://t.co/Ycs0YSL9ysâ€ù Congrats Brad"
information;"Our Hanford/Delano food drives went great this past weekend. Thanks to @KingsCommunity &amp; @CAPKFoodBank for the help! http://t.co/gpmGeVTKhs"
policy;Grateful for @SoundRegion's consideration of transportation funding for #530slide recovery http://t.co/EFdTttRKHv
policy;"And Boehner kills #FOIA improvements ""@nielslesniewski: A two-day CR is headed to the president. See you on @cspanwj at around 7:05 a.m."""
personal;SLC's @gsutah will host the 53rd Annual @girlscouts National Convention for the first time Thu-Sun. Click for events: http://t.co/nFcpWj24Wf
personal;Speaking with Dan Klein on WIBG1020 out of Ocean City about House GOP leadership denying our vote on Hurricane #Sandy aid for #SouthJersey.
support;"#Obamanomics: Higher taxes -&gt; Lower Consumer Spending -&gt; Slow Economic growth. http://t.co/1C6dv7kzQ4"
policy;W/ record #nmdrought we must provide some relief. #farmbill renews disaster assistance programs, makes them retroactive. Glad we got it done
policy;The #HobbyLobby decision is a victory for First Amendment rights. Read my statement here: http://t.co/TrEA6d2C5y
information;"Truly tragic news. My thoughts &amp; prayers go out to American journalist Steven Sotloff's family &amp; friends http://t.co/hLUsCngetV"
personal;Fattah Neuroscience Initiative Promo http://t.co/ltXVVqg17m via @youtube
policy;"Proud to support #FarmBill that restores certainty for farmers &amp; moves past Pelosiâ€™s costly, big government policies http://t.co/lq6k8KesCh"
information;Today marks 1 yr since the outbreak of 17 tornadoes, it could happen again! Learn how  your family can be prepared: http://t.co/Tu3d0yv4u1
personal;It was honor to deliver valentines to area veterans this morning.  Happy Valentine's Day! http://t.co/FUPYAYKaFN
information;Getting ready to sit down with Woody Tasch, Greg Fischer and a hero of mine-Wendell Berry at #slowmoney14.  Watch: https://t.co/QLjUtmE044
policy;"RT @HouseJudDems: &gt; @RollingStone New Coalition Emerges Against #NSA Surveillance @RepJustinAmash @RepJohnConyers bring together Ds &amp;Rs httâ€_"
policy;Honored to stand in support of the #SkillsAct with @GOPLeader  @RepJohnKline and @RepVirginiaFoxx today. http://t.co/HSFF1uSPEA
personal;@marioradio Thanks for follow, Mario!
support;Mark Kittrell and Jean Fischer explaining plans for   River Place Development in Cedar Falls. http://t.co/zKJiwbIniB
personal;Great season opener @spurs http://t.co/JS5qSLw1wq via @mySA  #GoSpursGo
policy;58% of Texans would benefit from Medicaid expansion #ExpandMedicaidNow http://t.co/U6KaSH3IIL
personal;Calling all those in Marion County! Come to my town hall in Flippin. Here are the details: http://t.co/7bhIAzm2Ua #AR3
personal;Enjoyed visiting Joint Air Defense Operations Center. NY Air National Guard  makes this important mission possible. http://t.co/x8Sf3k2JTa
policy;Problem with the current ISIS debate is that it is entirely tactical. We need to address the core reasons that such pestilence can grow. 1/2
policy;"The FCC ""want diversityâ€”but not of the political kind."" - @TheJuanWilliams   http://t.co/oH3u8gSYU6"
support;Proud to co-sponsor H.R. 2022 to protect taxpayers in wake of #IRSscandal. http://t.co/XGzuRPJKtA @RepDianeBlack #IRS http://t.co/2ud1JtKQaW
media;I will be hosting an Academy Day for high school students at Anderson High School on Saturday, April 13, 2013 http://t.co/CoeurEC3nP
